2024-10-07 17:04:36,226 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,0.01,2021
2024-10-07 17:04:36,228 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 17:04:36,228 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:04:36,324 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 17:04:36,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:04:36,326 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 17:04:36,539 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 17:04:36,766 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:04:38,136 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6567, 0.3051, 0.6499, param: [5.44259977 8.3001452  5.14403995 8.57240352], weights: [0.33311103 0.33307246 0.33381651], train_wt_loss:  36.4675, val_wt_loss: 37.2662, train_grp_loss: [11.80518823 13.07539799 10.73345362], val_grp_loss: [12.66677114 12.45251341 12.1461785 ], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6567, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6668, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:39,199 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  1, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3051, 0.6499, param: [5.4426591  8.29997348 5.14429669 8.57277289], weights: [0.33296605 0.33296132 0.33407263], train_wt_loss:  36.4675, val_wt_loss: 37.2663, train_grp_loss: [11.80526187 13.07535895 10.73336732], val_grp_loss: [12.66688807 12.45247172 12.14618837], train_hist_grp_loss: [0.24544308 0.24402429 0.57723256], cur_train_grp_loss: [0.09444151 0.10460318 0.21466907], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6669, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:40,281 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  2, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3052, 0.6499, param: [5.44271836 8.29980191 5.14455354 8.57314282], weights: [0.33282103 0.33285013 0.33432884], train_wt_loss:  36.4675, val_wt_loss: 37.2664, train_grp_loss: [11.80533531 13.07532022 10.73328091], val_grp_loss: [12.66700482 12.45243037 12.14619816], train_hist_grp_loss: [0.33988518 0.34862716 0.79189991], cur_train_grp_loss: [0.09444209 0.10460287 0.21466735], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6670, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:41,348 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  3, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3052, 0.6499, param: [5.44277756 8.29963047 5.1448105  8.57351329], weights: [0.33267599 0.33273887 0.33458514], train_wt_loss:  36.4675, val_wt_loss: 37.2665, train_grp_loss: [11.80540854 13.07528178 10.73319439], val_grp_loss: [12.66712141 12.45238937 12.14620786], train_hist_grp_loss: [0.43432786 0.45322973 1.00656552], cur_train_grp_loss: [0.09444268 0.10460256 0.21466562], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6671, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:42,455 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  4, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3052, 0.6500, param: [5.4428367  8.29945917 5.14506757 8.57388432], weights: [0.33253091 0.33262756 0.33484154], train_wt_loss:  36.4675, val_wt_loss: 37.2665, train_grp_loss: [11.80548156 13.07524364 10.73310776], val_grp_loss: [12.66723782 12.4523487  12.14621749], train_hist_grp_loss: [0.52877113 0.55783198 1.22122941], cur_train_grp_loss: [0.09444327 0.10460225 0.21466389], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6672, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:43,561 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  5, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6569, 0.3052, 0.6500, param: [5.44289577 8.29928801 5.14532476 8.57425589], weights: [0.3323858  0.33251618 0.33509802], train_wt_loss:  36.4675, val_wt_loss: 37.2666, train_grp_loss: [11.80555438 13.0752058  10.73302102], val_grp_loss: [12.66735406 12.45230837 12.14622704], train_hist_grp_loss: [0.62321498 0.66243393 1.43589157], cur_train_grp_loss: [0.09444385 0.10460195 0.21466216], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6569, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6674, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:44,689 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  6, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6569, 0.3052, 0.6500, param: [5.44295477 8.29911699 5.14558205 8.57462802], weights: [0.33224065 0.33240474 0.3353546 ], train_wt_loss:  36.4675, val_wt_loss: 37.2667, train_grp_loss: [11.80562698 13.07516825 10.73293417], val_grp_loss: [12.66747013 12.45226838 12.1462365 ], train_hist_grp_loss: [0.71765942 0.76703557 1.65055199], cur_train_grp_loss: [0.09444444 0.10460165 0.21466042], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6569, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6675, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:45,773 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  7, train_loss:  12.1558, val_loss:  12.4223, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6569, 0.3052, 0.6500, param: [5.44301371 8.2989461  5.14583946 8.5750007 ], weights: [0.33209548 0.33229324 0.33561128], train_wt_loss:  36.4675, val_wt_loss: 37.2668, train_grp_loss: [11.80569938 13.07513101 10.73284721], val_grp_loss: [12.66758603 12.45222873 12.14624589], train_hist_grp_loss: [0.81210443 0.87163692 1.86521067], cur_train_grp_loss: [0.09444502 0.10460135 0.21465868], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6569, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6676, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:46,862 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  8, train_loss:  12.1558, val_loss:  12.4223, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6569, 0.3052, 0.6501, param: [5.44307259 8.29877536 5.14609698 8.57537393], weights: [0.33195027 0.33218168 0.33586804], train_wt_loss:  36.4675, val_wt_loss: 37.2669, train_grp_loss: [11.80577157 13.07509406 10.73276014], val_grp_loss: [12.66770176 12.45218941 12.1462552 ], train_hist_grp_loss: [0.90655003 0.97623797 2.07986762], cur_train_grp_loss: [0.0944456  0.10460105 0.21465694], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6569, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6677, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:47,838 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  9, train_loss:  12.1558, val_loss:  12.4223, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6570, 0.3053, 0.6501, param: [5.4431314  8.29860475 5.14635461 8.57574771], weights: [0.33180504 0.33207006 0.3361249 ], train_wt_loss:  36.4675, val_wt_loss: 37.2670, train_grp_loss: [11.80584355 13.07505741 10.73267295], val_grp_loss: [12.66781732 12.45215044 12.14626442], train_hist_grp_loss: [1.0009962  1.08083872 2.29452282], cur_train_grp_loss: [0.09444617 0.10460075 0.2146552 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6678, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:48,812 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  10, train_loss:  12.1558, val_loss:  12.4224, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6570, 0.3053, 0.6501, param: [5.44319015 8.29843428 5.14661235 8.57612204], weights: [0.33165977 0.33195838 0.33638185], train_wt_loss:  36.4675, val_wt_loss: 37.2671, train_grp_loss: [11.80591532 13.07502106 10.73258566], val_grp_loss: [12.6679327  12.45211181 12.14627357], train_hist_grp_loss: [1.09544295 1.18543918 2.50917628], cur_train_grp_loss: [0.09444675 0.10460046 0.21465346], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0750, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6679, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:49,799 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.1558, val_loss:  12.4224, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6570, 0.3053, 0.6501, param: [5.44324883 8.29826395 5.1468702  8.57649692], weights: [0.33151447 0.33184664 0.33663889], train_wt_loss:  36.4675, val_wt_loss: 37.2671, train_grp_loss: [11.80598689 13.07498501 10.73249826], val_grp_loss: [12.66804791 12.45207352 12.14628263], train_hist_grp_loss: [1.18989027 1.29003935 2.72382799], cur_train_grp_loss: [0.09444732 0.10460017 0.21465171], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0750, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6680, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2147, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:50,797 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.1558, val_loss:  12.4224, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6570, 0.3053, 0.6502, param: [5.44330745 8.29809376 5.14712817 8.57687236], weights: [0.33136913 0.33173484 0.33689603], train_wt_loss:  36.4675, val_wt_loss: 37.2672, train_grp_loss: [11.80605824 13.07494926 10.73241074], val_grp_loss: [12.66816296 12.45203557 12.14629161], train_hist_grp_loss: [1.28433817 1.39463923 2.93847796], cur_train_grp_loss: [0.0944479  0.10459988 0.21464997], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6682, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:51,787 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.1558, val_loss:  12.4224, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6571, 0.3053, 0.6502, param: [5.443366   8.29792371 5.14738624 8.57724835], weights: [0.33122377 0.33162298 0.33715325], train_wt_loss:  36.4675, val_wt_loss: 37.2673, train_grp_loss: [11.80612939 13.07491381 10.73232312], val_grp_loss: [12.66827783 12.45199796 12.14630052], train_hist_grp_loss: [1.37878663 1.49923882 3.15312617], cur_train_grp_loss: [0.09444847 0.10459959 0.21464821], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6571, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6683, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:52,792 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.1558, val_loss:  12.4225, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6571, 0.3053, 0.6502, param: [5.44342449 8.29775379 5.14764443 8.5776249 ], weights: [0.33107838 0.33151105 0.33741057], train_wt_loss:  36.4675, val_wt_loss: 37.2674, train_grp_loss: [11.80620033 13.07487866 10.73223538], val_grp_loss: [12.66839253 12.45196069 12.14630934], train_hist_grp_loss: [1.47323567 1.60383813 3.36777263], cur_train_grp_loss: [0.09444904 0.10459931 0.21464646], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6571, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6684, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:04:53,787 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.1558, val_loss:  12.4225, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6571, 0.3053, 0.6502, param: [5.44348291 8.29758401 5.14790273 8.57800199], weights: [0.33093295 0.33139907 0.33766798], train_wt_loss:  36.4675, val_wt_loss: 37.2675, train_grp_loss: [11.80627107 13.07484381 10.73214754], val_grp_loss: [12.66850705 12.45192376 12.14631809], train_hist_grp_loss: [1.56768527 1.70843716 3.58241734], cur_train_grp_loss: [0.0944496  0.10459903 0.21464471], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6571, max_kl_dist_index: 0, max_train_grp_loss:  13.0748, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6685, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
