2024-10-07 00:30:43,215 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.01,2022
2024-10-07 00:30:43,217 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 00:30:43,218 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:30:43,308 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 00:30:43,309 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:30:43,310 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 00:30:43,525 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 00:30:43,757 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:30:45,027 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6807, param: [4.15112139 9.52389454 4.95553387 8.8558309 ], weights: [0.33300418 0.3330439  0.33395192], train_wt_loss:  40.3003, val_wt_loss: 36.7855, train_grp_loss: [11.73586405 15.89578613 11.15365364], val_grp_loss: [10.62097178 14.91008014 11.27026442], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8958, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9101, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:46,090 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  1, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6807, param: [4.15114364 9.52360181 4.95569255 8.85591503], weights: [0.33281382 0.33294866 0.33423752], train_wt_loss:  40.3003, val_wt_loss: 36.7854, train_grp_loss: [11.73604179 15.89559431 11.15371113], val_grp_loss: [10.62110705 14.90982261 11.27033487], train_hist_grp_loss: [0.26707873 0.30758561 0.6939438 ], cur_train_grp_loss: [0.09464406 0.12322315 0.23731178], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8956, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9098, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:47,196 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  2, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6806, param: [4.15116566 9.52330958 4.95585107 8.85599968], weights: [0.33262344 0.33285331 0.33452325], train_wt_loss:  40.3003, val_wt_loss: 36.7854, train_grp_loss: [11.73621903 15.89540308 11.1537684 ], val_grp_loss: [10.62124187 14.90956595 11.27040515], train_hist_grp_loss: [0.36172422 0.43080727 0.93125681], cur_train_grp_loss: [0.0946455  0.12322166 0.237313  ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8954, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9096, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:48,290 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  3, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6806, param: [4.15118745 9.52301784 4.95600942 8.85608485], weights: [0.33243305 0.33275785 0.33480909], train_wt_loss:  40.3003, val_wt_loss: 36.7853, train_grp_loss: [11.73639576 15.89521243 11.15382545], val_grp_loss: [10.62137624 14.90931016 11.27047527], train_hist_grp_loss: [0.45637115 0.55402745 1.16857103], cur_train_grp_loss: [0.09464693 0.12322018 0.23731422], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8952, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9093, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:49,457 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  4, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6806, param: [4.15120901 9.5227266  4.95616761 8.85617056], weights: [0.33224265 0.33266229 0.33509506], train_wt_loss:  40.3003, val_wt_loss: 36.7853, train_grp_loss: [11.736572   15.89502237 11.15388229], val_grp_loss: [10.62151017 14.90905525 11.27054523], train_hist_grp_loss: [0.55101951 0.67724615 1.40588646], cur_train_grp_loss: [0.09464835 0.1232187  0.23731544], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8950, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9091, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:50,501 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  5, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0000, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6806, param: [4.15123033 9.52243586 4.95632562 8.85625678], weights: [0.33205223 0.33256663 0.33538114], train_wt_loss:  40.3003, val_wt_loss: 36.7852, train_grp_loss: [11.73674772 15.8948329  11.15393891], val_grp_loss: [10.62164365 14.90880122 11.27061502], train_hist_grp_loss: [0.64566928 0.80046338 1.64320311], cur_train_grp_loss: [0.09464977 0.12321723 0.23731664], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8948, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9088, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:51,571 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  6, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15125143 9.52214562 4.95648347 8.85634354], weights: [0.3318618  0.33247086 0.33566734], train_wt_loss:  40.3003, val_wt_loss: 36.7852, train_grp_loss: [11.73692295 15.89464401 11.15399532], val_grp_loss: [10.62177668 14.90854806 11.27068464], train_hist_grp_loss: [0.74032047 0.92367914 1.88052096], cur_train_grp_loss: [0.09465119 0.12321576 0.23731785], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8946, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9085, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:52,589 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  7, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15127229 9.52185587 4.95664115 8.85643082], weights: [0.33167135 0.33237498 0.33595367], train_wt_loss:  40.3003, val_wt_loss: 36.7851, train_grp_loss: [11.73709767 15.89445571 11.15405152], val_grp_loss: [10.62190927 14.90829578 11.27075411], train_hist_grp_loss: [0.83497308 1.04689343 2.11784001], cur_train_grp_loss: [0.0946526  0.12321429 0.23731905], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8945, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9083, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:53,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  8, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15129292 9.52156663 4.95679866 8.85651863], weights: [0.3314809  0.332279   0.33624011], train_wt_loss:  40.3003, val_wt_loss: 36.7851, train_grp_loss: [11.73727188 15.894268   11.1541075 ], val_grp_loss: [10.62204141 14.90804438 11.2708234 ], train_hist_grp_loss: [0.92962709 1.17010627 2.35516025], cur_train_grp_loss: [0.09465401 0.12321283 0.23732025], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8943, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9080, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:54,642 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  9, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15131332 9.52127788 4.95695601 8.85660697], weights: [0.33129042 0.33218291 0.33652667], train_wt_loss:  40.3003, val_wt_loss: 36.7850, train_grp_loss: [11.73744559 15.89408088 11.15416326], val_grp_loss: [10.6221731  14.90779385 11.27089254], train_hist_grp_loss: [1.02428251 1.29331765 2.59248169], cur_train_grp_loss: [0.09465542 0.12321138 0.23732144], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8941, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9078, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:55,660 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  10, train_loss:  13.4334, val_loss:  12.2617, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15133349 9.52098963 4.95711318 8.85669583], weights: [0.33109994 0.33208672 0.33681334], train_wt_loss:  40.3003, val_wt_loss: 36.7850, train_grp_loss: [11.73761879 15.89389435 11.15421881], val_grp_loss: [10.62230435 14.90754421 11.2709615 ], train_hist_grp_loss: [1.11893933 1.41652758 2.82980431], cur_train_grp_loss: [0.09465682 0.12320993 0.23732262], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8939, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9075, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
